original_title,original_language,popularity,spoken_languages,genres,production_companies,production_countries
Post Grad,en,7.446069,['English'],['Comedy'],"['Dune Entertainment', 'Cold Spring Pictures', 'The Montecito Picture Company', 'Fox Atomic']",['United States of America']
Promised Land,en,13.568302,['English'],['Drama'],"['Participant Media', 'Imagenation Abu Dhabi FZ', 'Focus Features', 'Media Farm', 'Sunday Night', 'Pearl Street Films']","['United Arab Emirates', 'United States of America']"
Whatever Works,en,21.857387,['English'],"['Comedy', 'Romance']","['Sony Pictures Classics', 'Wild Bunch', 'Gravier Productions', 'Perdido Productions']","['France', 'United States of America']"
The In Crowd,en,0.249245,"['English', 'Français']",['Thriller'],['Morgan Creek Productions'],['United States of America']
The Three Burials of Melquiades Estrada,en,12.163832,"['English', 'Español']","['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']","['The Javelina Film Company', 'EuropaCorp']","['United States of America', 'France']"
Jakob the Liar,en,8.962245,['English'],"['Comedy', 'Drama', 'History']","['Columbia Pictures', 'Global Entertainment Productions GmbH & Company Medien KG', 'Blue Wolf', 'Kasso Inc. Productions']","['France', 'Hungary', 'United States of America']"
Kiss Kiss Bang Bang,en,32.690038,['English'],"['Action', 'Comedy', 'Crime', 'Mystery']","['Silver Pictures', 'Warner Bros.']",['United States of America']
Idle Hands,en,8.583217,['English'],"['Thriller', 'Comedy', 'Horror']","['Columbia Pictures Corporation', 'Team Todd', 'Licht/Mueller Film Corporation']",['United States of America']
Mulholland Drive,en,31.60985,"['Español', 'English']","['Thriller', 'Drama', 'Mystery']","['Asymmetrical Productions', 'Les Films Alain Sarde', 'Babbo Inc.', 'The Picture Factory', 'Canal+']","['France', 'United States of America']"
Blood and Chocolate,en,12.295216,"['English', 'Polski']","['Drama', 'Fantasy', 'Horror', 'Romance']","['Lakeshore Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'Daniel Bobker Productions', 'Berrick Filmproduktion', 'Blood & Chocolate Productions Ltd']","['Romania', 'Germany', 'United Kingdom', 'United States of America']"
You Will Meet a Tall Dark Stranger,en,12.4654,['English'],"['Comedy', 'Drama', 'Romance']",['Antena 3 Films'],"['United States of America', 'Spain']"
Never Let Me Go,en,30.983397,['English'],"['Drama', 'Romance', 'Science Fiction']","['Fox Searchlight Pictures', 'DNA Films', 'Film4']","['United Kingdom', 'United States of America']"
The Company,en,1.485324,[],['Drama'],[],[]
Transsiberian,en,11.428903,"['English', 'Français', '普通话', 'Pусский', 'Español']","['Thriller', 'Crime', 'Mystery']","['Lietuvos Kinostudija', 'Scout Productions', 'Telecinco Cinema', 'Castelao Producciones', 'Canal+ España', 'Future Films', 'Filmax International', 'Filmax Group', 'Universum Film (UFA)']","['Germany', 'Spain', 'United Kingdom', 'Lithuania']"
The Clan of the Cave Bear,en,5.484679,['English'],"['Adventure', 'Drama']","['The Guber-Peters Company', 'Warner Bros.', 'Producers Sales Organization (PSO)', 'Jonesfilm', 'The Jozak Company', 'Decade']",['United States of America']
Crazy in Alabama,en,5.770246,"['English', 'Pусский']","['Comedy', 'Drama']","['Columbia Pictures', 'Green Moon Productions']",['United States of America']
Funny Games,en,15.175289,['English'],"['Horror', 'Thriller', 'Crime']","['Celluloid Dreams', 'Tartan Films', 'Film4', 'Warner Independent Pictures (WIP)']","['Austria', 'France', 'Germany', 'Italy', 'United Kingdom', 'United States of America']"
Listening,en,2.414721,['English'],"['Drama', 'Thriller', 'Science Fiction']","['Young Medium', 'Listen Film']","['United States of America', 'Cambodia']"
Felicia's Journey,en,0.470645,"['English', 'Français', '']",['Drama'],"['Alliance Atlantis Communications', 'Icon Entertainment International', 'Marquis Films Ltd']","['Canada', 'United Kingdom']"
Metropolis,de,32.351527,['No Language'],"['Drama', 'Science Fiction']","['Paramount Pictures', 'Universum Film (UFA)']",['Germany']
Banlieue 13,fr,17.493735,['Français'],"['Action', 'Thriller', 'Science Fiction']","['Canal Plus', 'TF1 Films Production', 'EuropaCorp']",['France']
Things to Do in Denver When You're Dead,en,6.932221,['English'],"['Drama', 'Crime']",['Miramax Films'],['United States of America']
刺客聶隱娘,zh,8.142166,['普通话'],"['Action', 'Drama', 'History']","['Media Asia Films', 'Sil-Metropole Organisation', 'Central Motion Pictures', 'Zhejiang Huace Film & TV', 'China Dream Film Culture Industry', 'SpotFilms']","['China', 'France', 'Hong Kong', 'Taiwan']"
Buffalo Soldiers,en,6.329672,['English'],"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']","['Grosvenor Park Films LLP', 'Film4', 'Good Machine']","['Germany', 'United Kingdom', 'United States of America']"
Возвращение,ru,7.744166,['Pусский'],"['Thriller', 'Drama', 'Mystery']",['Ren Film'],['Russia']
Ong Bak 2,th,9.029489,"['Český', '普通话', 'Pусский', 'ภาษาไทย']","['Adventure', 'Action', 'Thriller']",['Iyara Films'],['Thailand']
Centurion,en,22.708647,"['English', '']","['Adventure', 'Action', 'Drama']","['Pathé Pictures International', 'UK Film Council', 'Celador Films', 'Canal+', 'Warner Bros.', 'CinéCinéma']","['France', 'United Kingdom']"
Silent Trigger,en,2.609057,['English'],"['Drama', 'Action', 'Thriller']","['Newmarket Capital Group', 'Cine Grande Corporation', 'Filmline International', 'Conquistador Entertainment', 'Algonquin Productions Limited']","['Canada', 'United Kingdom']"
The Midnight Meat Train,en,19.913961,"['English', 'Français']","['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']","['Lions Gate Films', 'Lakeshore Entertainment', 'GreeneStreet Films', 'Midnight Picture Show']",['United States of America']
Winnie Mandela,en,1.897761,['English'],['Drama'],[],[]
The Son of No One,en,7.701186,['English'],"['Drama', 'Thriller', 'Crime']",['Millennium Films'],['United States of America']
All The Queen's Men,en,1.833058,"['English', 'Deutsch']","['Action', 'Comedy', 'Drama', 'History']",[],"['Austria', 'Hungary']"
The Good Night,en,12.185204,"['English', 'Italiano']","['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']","['Destination Films', 'Tempesta Films', 'Good Night Productions']","['Germany', 'United Kingdom', 'United States of America']"
Bathory,en,2.500218,['English'],"['Drama', 'Fantasy']","['Lunar Films', ""Fonds Eurimages du Conseil de l'Europe"", 'Eurofilm Stúdió', 'Státní Fond CR pro Podporu a Rozvoj Ceské Kinematografie', 'Jakubisko Film Slovakia', 'J&J Jakubisko Film', 'Concorde Film Trust', 'Ministry of Culture of the Slovak Republic']","['Czech Republic', 'Hungary', 'Slovakia', 'United Kingdom']"
Khumba,en,6.459787,['English'],"['Animation', 'Adventure', 'Family']",['Triggerfish Animation'],['South Africa']
Autómata,en,49.808505,['English'],"['Thriller', 'Science Fiction']","['Green Moon Productions', 'Nu Boyana Viburno']",['Spain']
Dungeons & Dragons: Wrath of the Dragon God,en,4.901936,['English'],"['Action', 'Adventure', 'Fantasy']","['Skyline Films', 'Sweetpea Entertainment', 'Studio Hamburg WorldWide Pictures', 'Zinc Entertainment Inc.']","['Germany', 'United Kingdom', 'United States of America']"
Chiamatemi Francesco - Il Papa della gente,it,0.738646,['Español'],['Drama'],['Taodue Film'],['Italy']
新宿事件,zh,5.294319,"['日本語', '普通话', '广州话 / 廣州話', 'English']","['Drama', 'Action', 'Thriller', 'Crime']",['JCE Movies'],['Hong Kong']
Pandaemonium,en,0.165367,['English'],"['Drama', 'Foreign']",['Arts Council of England'],['United Kingdom']
Groundhog Day,en,52.744331,"['English', 'Français', 'Italiano']","['Romance', 'Fantasy', 'Drama', 'Comedy']",['Columbia Pictures'],['United States of America']
Magic Mike XXL,en,29.660993,['English'],"['Comedy', 'Drama', 'Music']","['Warner Bros.', 'Iron Horse Entertainment (II)']",['United States of America']
Romeo + Juliet,en,41.493042,['English'],"['Drama', 'Romance']","['Bazmark Films', 'Twentieth Century Fox Film Corporation']",['United States of America']
Elle s'appelait Sarah,fr,10.072199,"['English', 'Français', 'Deutsch', 'Italiano', '']","['Drama', 'War']","['France 2 Cinéma', 'Studio 37', 'Canal+', 'TPS Star', 'France Télévision', 'TF1 Droits Audiovisuels', 'Région Ile-de-France', 'Hugo Productions', 'A Plus Image']",['France']
Freedom,en,4.389363,['English'],['Drama'],['Production One'],['United States of America']
Unforgiven,en,37.380435,['English'],['Western'],"['Malpaso Productions', 'Warner Bros.']",['United States of America']
Manderlay,da,7.05145,['English'],['Drama'],"['Zentropa Entertainments', 'Danmarks Radio (DR)', 'Arte', 'Memfis Film', 'Isabella Films BV', 'Degeto Film', 'Ognon Pictures', 'Sveriges Television (SVT)', 'Canal+', 'Yleisradio (YLE)', 'Arte France Cinéma', 'Westdeutscher Rundfunk (WDR)', 'Alan Young Pictures', 'Nederlandse Programma Stichting (NPS)', 'Canal+ Television AB', 'Film i Väst', 'Invicta Capital', 'Edith Film Oy', 'Pain Unlimited GmbH Filmproduktion', 'Sigma Films', 'Manderlay']","['Denmark', 'France', 'Germany', 'Italy', 'Netherlands', 'Sweden', 'United Kingdom']"
Slumdog Millionaire,en,59.258969,"['Français', 'हिन्दी', 'English']","['Drama', 'Romance']","['Fox Searchlight Pictures', 'Celador Films', 'Warner Bros.', 'Film4']","['India', 'United Kingdom', 'United States of America']"
Fatal Attraction,en,16.742972,['English'],"['Drama', 'Romance', 'Thriller']",['Paramount Pictures'],['United States of America']
Pretty Woman,en,45.473484,"['English', 'Italiano', '日本語']","['Romance', 'Comedy']","['Touchstone Pictures', 'Silver Screen Partners IV']",['United States of America']
Crocodile Dundee II,en,15.474831,['English'],"['Adventure', 'Comedy']",['Paramount Pictures'],"['Australia', 'United States of America']"
Broken Horses,en,4.289676,['English'],"['Thriller', 'Mystery', 'Drama', 'Crime']",['Reliance Entertainment'],['United States of America']
Born on the Fourth of July,en,25.949277,"['English', 'Español']","['Drama', 'War']","['Universal Pictures', 'Ixtlan']",['United States of America']
Cool Runnings,en,22.409117,"['English', 'Français', 'Deutsch', 'Pусский']",['Comedy'],['Walt Disney'],['United States of America']
My Bloody Valentine,en,13.706357,['English'],"['Mystery', 'Horror']",['Lionsgate'],['United States of America']
Stomp the Yard,en,6.92205,['English'],"['Drama', 'Music']",['Rainforest Films'],['United States of America']
The Spy Who Loved Me,en,27.17347,"['English', 'Italiano', 'العربية']","['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']"
Urban Legend,en,12.159009,"['English', 'Italiano']","['Horror', 'Thriller']","['Original Film', 'TriStar Pictures', 'Phoenix Pictures', 'Canal+ Droits Audiovisuels']","['Canada', 'France', 'United States of America']"
Good Deeds,en,4.448494,['English'],"['Comedy', 'Drama', 'Romance']",[],['United States of America']
White Fang,en,13.13724,['English'],"['Action', 'Adventure', 'Drama', 'Family']","['Walt Disney Pictures', 'Silver Screen Partners IV', 'Hybrid Productions Inc.']",['United States of America']
Superstar,en,4.04701,['English'],"['Comedy', 'Family']",['SNL Studios'],['Canada']
The Iron Lady,en,23.3784,['English'],"['History', 'Drama']","['UK Film Council', 'Canal+', 'DJ Films', 'CinéCinéma', 'Pathé', 'Film4', 'Goldcrest Pictures', 'Yuk Films']","['France', 'United Kingdom']"
Jonah: A VeggieTales Movie,en,1.446172,"['Český', 'English']","['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",['Big Idea Productions'],['United States of America']
Poetic Justice,en,3.650857,"['English', 'Français']","['Drama', 'Romance']",['Columbia Pictures'],['United States of America']
All About the Benjamins,en,5.102258,"['English', 'Français']","['Action', 'Adventure', 'Comedy']",['New Line Cinema'],['United States of America']
Vampire in Brooklyn,en,6.772615,['English'],"['Comedy', 'Horror', 'Romance']",['Paramount Pictures'],['United States of America']
Exorcist II: The Heretic,en,11.543363,"['English', 'Français', 'Español']","['Horror', 'Thriller', 'Fantasy']",['Warner Bros.'],['United States of America']
An American Haunting,en,7.436315,['English'],"['Horror', 'Thriller']","['Media Pro Pictures', 'Allan Zeman Productions', 'After Dark Films', 'Remstar Productions', 'Sweetpea Entertainment', 'Redbus Pictures', 'Midsummer Films']","['United Kingdom', 'United States of America']"
My Boss's Daughter,en,14.813614,['English'],"['Comedy', 'Romance']",['Dimension Films'],['United States of America']
A Perfect Getaway,en,20.792603,['English'],"['Thriller', 'Mystery', 'Adventure']","['Davis Entertainment', 'Relativity Media', 'Rogue', 'QED International', 'Tooley Productions']",['United States of America']
Our Family Wedding,en,6.733485,['English'],['Comedy'],"['Fox Searchlight Pictures', 'Dune Entertainment', 'Sneak Preview Entertainment', 'Pointe Studios']",['United States of America']
Dead Man on Campus,en,7.708227,['English'],['Comedy'],"['Paramount Pictures', 'MTV Films']",['United States of America']
Tea with Mussolini,en,2.238646,"['English', 'Italiano', 'Pусский']","['Comedy', 'Drama', 'War']","['Medusa Produzione', 'Cattleya', 'Cineritmo', 'Film and General Productions']","['United Kingdom', 'Italy']"
Thinner,en,7.866961,['English'],"['Horror', 'Thriller']","['Paramount Pictures', 'Spelling Films']",['United States of America']
"New York, New York",en,3.876242,['English'],"['Drama', 'Music', 'Romance']","['United Artists', 'Chartoff-Winkler Productions']",['United States of America']
Crooklyn,en,1.89218,['English'],"['Comedy', 'Drama']","['Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America']
I Think I Love My Wife,en,4.536745,['English'],"['Comedy', 'Romance']",['Fox Searchlight Pictures'],"['India', 'United States of America']"
Jason X,en,11.220643,['English'],"['Horror', 'Science Fiction']","['New Line Cinema', 'Sean S. Cunningham Films', 'Crystal Lake Entertainment']",['United States of America']
Bobby,en,11.706309,"['English', 'Deutsch', 'Español']","['History', 'Drama']","['The Weinstein Company', 'Bold Films', 'Holly Wiersma Productions']",['United States of America']
Head Over Heels,en,4.66723,['English'],"['Comedy', 'Romance']",['Universal Studios'],['United States of America']
Fun Size,en,7.487843,['English'],['Comedy'],"['Paramount Pictures', 'Nickelodeon Movies', 'Anonymous Content', 'Fake Empire']",['United States of America']
Le scaphandre et le papillon,fr,13.65494,['Français'],['Drama'],"['France 3 Cinéma', 'The Kennedy/Marshall Company', 'Pathé Renn Productions', 'Banques Populaire Image 7', 'Canal+', 'CinéCinéma', 'C.R.R.A.V. Nord Pas de Calais', 'Région Nord-Pas-de-Calais']","['France', 'United States of America']"
Little Children,en,11.942862,['English'],"['Romance', 'Drama']","['New Line Cinema', 'Standard Film Company', 'Bona Fide Productions']",['United States of America']
Gossip,en,5.833687,"['English', 'Italiano']","['Drama', 'Mystery', 'Thriller']","['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'Outlaw Productions (I)']",['United States of America']
